"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1964-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","115926","","","","0"
"1964-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","116815","","","","0"
"1964-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","118284","","","","0"
"1964-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","119074","","","","0"
"1965-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","120036","","","","0"
"1965-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","122347","","","","0"
"1965-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","123605","","","","0"
"1965-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","125858","","","","0"
"1966-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","126701","","","","0"
"1966-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","128367","","","","0"
"1966-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","129980","","","","0"
"1966-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","130494","","","","0"
"1967-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","130843","","","","0"
"1967-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","130626","","","","0"
"1967-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","130520","","","","0"
"1967-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","135157","","","","0"
"1968-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","137317","","","","0"
"1968-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","137811","","","","0"
"1968-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","140524","","","","0"
"1968-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","142843","","","","0"
"1969-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","144621","","","","0"
"1969-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","144259","","","","0"
"1969-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","145675","","","","0"
"1969-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","146524","","","","0"
"1970-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","145648","","","","0"
"1970-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","147631","","","","0"
"1970-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","148414","","","","0"
"1970-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","147387","","","","0"
"1971-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","147262","","","","0"
"1971-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","151701","","","","0"
"1971-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","153782","","","","0"
"1971-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","154164","","","","0"
"1972-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","154948","","","","0"
"1972-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","157694","","","","0"
"1972-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","159367","","","","0"
"1972-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","160230","","","","0"
"1973-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","163588","","","","0"
"1973-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","164451","","","","0"
"1973-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","165709","","","","0"
"1973-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","167415","","","","0"
"1974-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","169654","","","","0"
"1974-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","171017","","","","0"
"1974-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","171426","","","","0"
"1974-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","173125","","","","0"
"1975-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","175641","","","","0"
"1975-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","176675","","","","0"
"1975-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","179151","","","","0"
"1975-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","180534","","","","0"
"1976-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","184242","","","","0"
"1976-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","187449","","","","0"
"1976-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","189570","","","","0"
"1976-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","191875","","","","0"
"1977-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","193278","","","","0"
"1977-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","193844","","","","0"
"1977-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","196143","","","","0"
"1977-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","196940","","","","0"
"1978-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","199192","","","","0"
"1978-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","199745","","","","0"
"1978-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","201016","","","","0"
"1978-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","201102","","","","0"
"1979-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","202419","","","","0"
"1979-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","202933","","","","0"
"1979-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","202913","","","","0"
"1979-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","205073","","","","0"
"1980-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","207892","","","","0"
"1980-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","209018","","","","0"
"1980-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","211198","","","","0"
"1980-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","212397","","","","0"
"1981-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","211600","","","","0"
"1981-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","213616","","","","0"
"1981-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","213190","","","","0"
"1981-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","212354","","","","0"
"1982-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","213340","","","","0"
"1982-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","211388","","","","0"
"1982-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","210741","","","","0"
"1982-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","210807","","","","0"
"1983-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","213242","","","","0"
"1983-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","215384","","","","0"
"1983-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","217024","","","","0"
"1983-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","218560","","","","0"
"1984-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","220671","","","","0"
"1984-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","221290","","","","0"
"1984-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","222242","","","","0"
"1984-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","226400","","","","0"
"1985-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","228502","","","","0"
"1985-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","229904","","","","0"
"1985-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","233695","","","","0"
"1985-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","235311","","","","0"
"1986-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","237111","","","","0"
"1986-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","240845","","","","0"
"1986-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","242247","","","","0"
"1986-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","245681","","","","0"
"1987-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","251303","","","","0"
"1987-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","253442","","","","0"
"1987-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","256696","","","","0"
"1987-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","260104","","","","0"
"1988-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","261036","","","","0"
"1988-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","267659","","","","0"
"1988-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","268481","","","","0"
"1988-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","272654","","","","0"
"1989-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","278444","","","","0"
"1989-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","281582","","","","0"
"1989-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","283857","","","","0"
"1989-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","286677","","","","0"
"1990-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","293203","","","","0"
"1990-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","290227","","","","0"
"1990-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","291362","","","","0"
"1990-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","293020","","","","0"
"1991-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","288670","","","","0"
"1991-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","291444","","","","0"
"1991-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","292659","","","","0"
"1991-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","297688","","","","0"
"1992-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","296979","","","","0"
"1992-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","298576","","","","0"
"1992-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","300328","","","","0"
"1992-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","299703","","","","0"
"1993-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","301556","","","","0"
"1993-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","303496","","","","0"
"1993-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","306739","","","","0"
"1993-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","308015","","","","0"
"1994-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","311521","","","","0"
"1994-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","312011","","","","0"
"1994-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","313201","","","","0"
"1994-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","315165","","","","0"
"1995-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","316798","","","","0"
"1995-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","320104","","","","0"
"1995-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","323273","","","","0"
"1995-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","324169","","","","0"
"1996-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","329646","","","","0"
"1996-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","329417","","","","0"
"1996-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","331371","","","","0"
"1996-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","335974","","","","0"
"1997-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","342123","","","","0"
"1997-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","342822","","","","0"
"1997-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","347042","","","","0"
"1997-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","347966","","","","0"
"1998-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","350578","","","","0"
"1998-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","352018","","","","0"
"1998-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","353291","","","","0"
"1998-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","355789","","","","0"
"1999-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","359266","","","","0"
"1999-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","362979","","","","0"
"1999-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","365316","","","","0"
"1999-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","369285","","","","0"
"2000-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","372716","","","","0"
"2000-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","375987","","","","0"
"2000-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","379703","","","","0"
"2000-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","383228","","","","0"
"2001-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","385763","","","","0"
"2001-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","384866","","","","0"
"2001-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","388108","","","","0"
"2001-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","389397","","","","0"
"2002-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","392959","","","","0"
"2002-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","399447","","","","0"
"2002-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","401159","","","","0"
"2002-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","402154","","","","0"
"2003-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","404396","","","","0"
"2003-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","409242","","","","0"
"2003-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","413170","","","","0"
"2003-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","418294","","","","0"
"2004-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","422484","","","","0"
"2004-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","425075","","","","0"
"2004-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","429218","","","","0"
"2004-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","432682","","","","0"
"2005-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","440064","","","","0"
"2005-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","444774","","","","0"
"2005-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","449527","","","","0"
"2005-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","456229","","","","0"
"2006-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","462023","","","","0"
"2006-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","463944","","","","0"
"2006-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","467708","","","","0"
"2006-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","475431","","","","0"
"2007-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","478880","","","","0"
