"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1962-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","21193","","","","0"
"1962-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","21985","","","","0"
"1962-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","21935","","","","0"
"1963-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","21898","","","","0"
"1963-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","22385","","","","0"
"1963-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","23223","","","","0"
"1963-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","23859","","","","0"
"1964-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","25644","","","","0"
"1964-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","26505","","","","0"
"1964-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","26711","","","","0"
"1964-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","28367","","","","0"
"1965-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","28082","","","","0"
"1965-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","29135","","","","0"
"1965-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","31155","","","","0"
"1965-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","33010","","","","0"
"1966-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34497","","","","0"
"1966-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","35640","","","","0"
"1966-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36408","","","","0"
"1966-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","37074","","","","0"
"1967-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","37014","","","","0"
"1967-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36024","","","","0"
"1967-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34222","","","","0"
"1967-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","33056","","","","0"
"1968-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34030","","","","0"
"1968-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","33020","","","","0"
"1968-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","33311","","","","0"
"1968-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","33421","","","","0"
"1969-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34245","","","","0"
"1969-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34172","","","","0"
"1969-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","34898","","","","0"
"1969-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","35686","","","","0"
"1970-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36709","","","","0"
"1970-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36242","","","","0"
"1970-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","37050","","","","0"
"1970-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36388","","","","0"
"1971-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","36375","","","","0"
"1971-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","37252","","","","0"
"1971-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","37878","","","","0"
"1971-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","38925","","","","0"
"1972-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","39153","","","","0"
"1972-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","39587","","","","0"
"1972-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","39124","","","","0"
"1972-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","39077","","","","0"
"1973-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","42452","","","","0"
"1973-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","43764","","","","0"
"1973-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","45635","","","","0"
"1973-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","48212","","","","0"
"1974-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","49613","","","","0"
"1974-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","48486","","","","0"
"1974-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","49112","","","","0"
"1974-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","50040","","","","0"
"1975-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","51712","","","","0"
"1975-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","53133","","","","0"
"1975-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54378","","","","0"
"1975-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54547","","","","0"
"1976-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54110","","","","0"
"1976-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","55243","","","","0"
"1976-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","52487","","","","0"
"1976-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54054","","","","0"
"1977-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","55090","","","","0"
"1977-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54951","","","","0"
"1977-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","55561","","","","0"
"1977-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54739","","","","0"
"1978-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","54590","","","","0"
"1978-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","56481","","","","0"
"1978-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","57011","","","","0"
"1978-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","58088","","","","0"
"1979-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","59671","","","","0"
"1979-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","61254","","","","0"
"1979-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","66122","","","","0"
"1979-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","66679","","","","0"
"1980-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68020","","","","0"
"1980-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","67288","","","","0"
"1980-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","69928","","","","0"
"1980-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","71650","","","","0"
"1981-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","76343","","","","0"
"1981-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","78123","","","","0"
"1981-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","77101","","","","0"
"1981-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","78012","","","","0"
"1982-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","74435","","","","0"
"1982-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68869","","","","0"
"1982-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","64139","","","","0"
"1982-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","63984","","","","0"
"1983-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","62354","","","","0"
"1983-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","61746","","","","0"
"1983-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","62411","","","","0"
"1983-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","64163","","","","0"
"1984-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","63681","","","","0"
"1984-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","63145","","","","0"
"1984-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","62963","","","","0"
"1984-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","62656","","","","0"
"1985-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","64764","","","","0"
"1985-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68596","","","","0"
"1985-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","69553","","","","0"
"1985-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68952","","","","0"
"1986-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","70657","","","","0"
"1986-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","69589","","","","0"
"1986-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68467","","","","0"
"1986-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68056","","","","0"
"1987-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","68792","","","","0"
"1987-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","73228","","","","0"
"1987-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","78441","","","","0"
"1987-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","81477","","","","0"
"1988-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","84319","","","","0"
"1988-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","84472","","","","0"
"1988-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","90043","","","","0"
"1988-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","86782","","","","0"
"1989-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","91046","","","","0"
"1989-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","91675","","","","0"
"1989-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","89947","","","","0"
"1989-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","92844","","","","0"
"1990-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","91034","","","","0"
"1990-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","89785","","","","0"
"1990-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","87076","","","","0"
"1990-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","84645","","","","0"
"1991-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","88087","","","","0"
"1991-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85575","","","","0"
"1991-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85337","","","","0"
"1991-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85836","","","","0"
"1992-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","83898","","","","0"
"1992-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","77290","","","","0"
"1992-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","78999","","","","0"
"1992-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","72864","","","","0"
"1993-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","71317","","","","0"
"1993-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","73999","","","","0"
"1993-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","76891","","","","0"
"1993-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","78235","","","","0"
"1994-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","77322","","","","0"
"1994-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","80717","","","","0"
"1994-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","80559","","","","0"
"1994-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","83292","","","","0"
"1995-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","83269","","","","0"
"1995-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85827","","","","0"
"1995-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85220","","","","0"
"1995-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85165","","","","0"
"1996-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","87033","","","","0"
"1996-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","85942","","","","0"
"1996-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","90313","","","","0"
"1996-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","97968","","","","0"
"1997-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","102675","","","","0"
"1997-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","107540","","","","0"
"1997-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","112725","","","","0"
"1997-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","114000","","","","0"
"1998-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","113755","","","","0"
"1998-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","114346","","","","0"
"1998-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","114923","","","","0"
"1998-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","116791","","","","0"
"1999-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","117684","","","","0"
"1999-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62305735","1.1.1.13","120144","","","","0"
